Record ID,Gplus_URL,Location_Name,Address_Or_Intersection,City,State_Or_Province,ZIP_Or_Postal_Code,Country,Address2,Business_Phone,Fax,Cell_Phone,IPhone_And_Access,Wireless_Phones_Access,PAYGO_Phones_Access,PAYGO_Cards,Wireless_Products_Access,Messaging_Paging_Access,Internet_Service,Cable_TV,Digital_TV,Ignite_TV,Ignite_bundle_changes,Ignite_demo,RV_Sales_Rentals,MyHome_Advantage,Cellular_Repair,Phone_Upgrades,Car_Phone_Installation,Wireless_Accepts_CC_Cheq,Wireless_Accepts_Cash,Cable_Accepts_CC_Cheq,Cable_Accepts_Cash,Wireless_Accepts_Credit,Cable_Accepts_Credit,Pickup_Return_Dig_Equipmt,Pickup_Exch_Int_Modem,Messaging_Paging_HW_Exch,Home_Phone_Sales,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Intersection,Movies_And_Games_For_Rent,Hi_Def_For_Sale,Hi_Def_For_Rent,Games_For_Sale,Rogers_Portable_Internet,Rogers_Video_Store,Rogers_Plus_Store,Store_Name,Business_Voice_Data,Wireless_Business,Face_To_Face,Wireless_Content_Transfer,Rocket_Stick,Netbook_wRocketMobileInt,Rocket_Hub,Rocket_Mobile_Hotspot,Ipad_Microsims,MicroSIMs,Biz_Wireless,Biz_Internet_TV,Biz_Phone,Biz_Specialist_Available,Customer_Learning_WIR,Customer_Learning_Cable,Trade_Up,Wireless_HP,Smart_Home_Monitoring,Device_tuneup,Rogers_Credit_Cards,Corporate_Store,Latitude,Longitude
17123,http://maps.google.ca/maps/place?hl=en&cid=7473520555666289310,Rogers,"290 King George Rd, Unit J1,",Brantford,ON,N3R 5L9,CA,Brantford Commons,(519) 805-2928,(519) 758-1226,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,10:00AM - 6:00PM,12:00PM - 5:00PM,King George - Charring Cross,N,N,N,N,N,N,N,Brantford,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.181663,-80.280711
17127,http://maps.google.ca/maps/place?hl=en&cid=-8245294763959616521,Rogers,"15 Westney Rd N, Unit 23,",Ajax,ON,L1T 1P4,CA,Westney Heights Plaza,(905) 683-6101,(905) 683-4573,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 6:00PM,11:00AM - 5:00PM,Westney Rd North - Highway 2,N,N,N,N,Y,N,N,Ajax,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.85964,-79.038174
17128,http://maps.google.ca/maps/place?hl=en&cid=-4213409540918753961,Rogers,"1549 Dundas Street East,",Whitby,ON,L1N 5R4,CA,,(905) 430-2584,(905) 430-3052,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 6:00PM,11:00AM - 5:00PM,Dundas - Thickson,N,N,N,N,N,N,N,Thickson,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.886434,-78.912987
17130,http://maps.google.ca/maps/place?hl=en&cid=2232474315980694492,Rogers,"1420 King Street East,",Courtice,ON,L1E 2J5,CA,,(905) 721-2362,(905) 721-8261,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 6:00PM,11:00AM - 5:00PM,Highway 2 - Townline,N,N,N,N,N,N,N,Clarington,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.906732,-78.811192
17131,https://plus.google.com/105809712738029259200/about,Rogers,"6758 Kingston Road, Unit 12,",Toronto,ON,M1B 1G8,CA,,(416) 724-9075,(416) 282-3157,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 6:00PM,11:00AM - 5:00PM,Kingston - Port Union,N,N,N,N,N,N,N,Port Union,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.79812,-79.14758
17235,http://maps.google.ca/maps/place?hl=en&cid=109208658307373754,Rogers,"1381 Regent St, Unit 209,",Fredericton,NB,E3C 1A2,CA,Regent Mall,(506) 455-3388,,,Y,Y,Y,Y,Y,N,Y,Y,Y,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,12:00PM - 5:00PM,Regent St - Fredericton Bypass,N,N,N,N,N,N,N,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,45.933094,-66.662887
17242,http://maps.google.ca/maps/place?hl=en&cid=5655798756242338208,Rogers,"4141 Dixie Road,",Toronto,ON,L4W 1N5,CA,Rockwood Mall,(905) 629-2915,,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 6:00PM,12:00PM - 5:00PM,Dixie - Rathburn,N,Y,Y,N,Y,N,Y,Rockwood,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,43.625478,-79.604281
17247,http://maps.google.ca/maps/place?hl=en&cid=5455619272271840095,Rogers,"25 Peel Centre Drive, Unit 157E,",Brampton,ON,L6T 3R5,CA,Bramalea City Centre,(905) 793-7308,(905) 793-9079,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:30AM - 7:00PM,11:00AM - 7:00PM,Dixie Rd. - Queen St. E.,N,N,N,N,Y,N,Y,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.714508,-79.725197
17248,http://maps.google.ca/maps/place?hl=en&cid=-1259059264676238532,Rogers,"499 Main St. S, Unit 58,",Brampton,ON,L6Y 1N7,CA,Shoppers World Brampton,(905) 454-1389,(905) 454-5915,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:30AM - 6:00PM,11:00AM - 5:00PM,Main St. S. - Steeles Ave. W.,N,N,N,N,Y,N,Y,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.667137,-79.734993
17249,https://plus.google.com/101861589563536123627/about,Rogers,"25 The West Mall, Unit 1925,",Etobicoke,ON,M9C 1B8,CA,Sherway Gardens,(416) 626-7260,(416) 626-7080,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:30AM - 9:00PM,11:00AM - 6:00PM,Highway 427 - QEW,N,N,N,N,Y,N,Y,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.6116,-79.5568
17250,http://maps.google.ca/maps/place?hl=en&cid=319265145755946888,Rogers,"5100 Erin Mills Pkwy., Unit E211A,",Mississauga,ON,L5M 4Z5,CA,Erin Mills Town Centre,(905) 820-4946,,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:30AM - 6:00PM,12:00PM - 5:00PM,Erin Mills Pkwy. - Eglinton Ave. W.,N,N,N,N,Y,N,Y,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.559361,-79.707886
17251,http://maps.google.ca/maps/place?hl=en&cid=6987389480486993760,Rogers,"7 Karl Fraser Road, Unit M006C,",Toronto,ON,M3C 0E7,CA,,(416) 385-1002,(416) 385-1008,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:30AM - 7:00PM,11:00AM - 6:00PM,Don Mills Rd. - Lawrence Ave. E.,N,N,N,N,Y,N,Y,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.733602,-79.346076
17261,http://maps.google.ca/maps/place?hl=en&cid=-7203446362796738964,Rogers,"1155 Ritson Rd N, Unit F5,",Oshawa,ON,L1G 7H2,CA,,(905) 432-5300,,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 6:00PM,12:00PM - 5:00PM,Taunton Rd - Ritson Rd North,N,Y,Y,N,Y,N,Y,,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,43.9326606,-78.8665719
17360,http://maps.google.ca/maps/place?hl=en&cid=-4638903673195137869,Rogers,"636 Yonge St, Unit D6,",Barrie,ON,L4N 4E6,CA,,(705) 792-9988,,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,,Y,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 6:00PM,11:00AM - 5:00PM,Yonge Street- Big Bay,N,N,N,N,N,N,Y,ROGERS PLUS 5377,,,,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,44.356135,-79.64568
17361,http://maps.google.ca/maps/place?hl=en&cid=5580833675964003321,Rogers,"1128 Yonge St, Unit 102-A",Toronto,ON,M4W 2L8,CA,,(416) 515-7109,,,Y,Y,Y,Y,Y,,Y,Y,Y,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,,Y,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 6:00PM,11:00AM - 5:00PM,Yonge - Macpherson,N,N,N,N,Y,N,Y,ROGERS PLUS 5376,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.6791963,-79.3907452
17366,http://maps.google.ca/maps/place?hl=en&cid=2502635140673738652,Rogers,"1300 St Peter Ave,",Bathurst,NB,E2A 3A6,CA,Place Bathurst Mall,(506) 350-0720,,,Y,Y,Y,Y,Y,N,Y,Y,Y,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,12:00PM - 5:00PM,St Peter Ave - Vanier Blvd,N,N,N,N,N,N,N,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,47.6392,-65.680099
17367,http://maps.google.ca/maps/place?hl=en&cid=-315861122633841652,Rogers,"134 Primrose Dr, Unit A-17,",Saskatoon,SK,S7K 5S6,CA,,(306) 934-8881,,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:30AM - 6:00PM,12:00PM - 5:00PM,Primrose - Warman,N,N,N,N,N,N,Y,LAWSON HEIGHTS,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,52.16738,-106.64173
17368,http://maps.google.ca/maps/place?hl=en&cid=-5300710833319766765,Rogers,"1198 Onondaga St, Unit 24,",Oromocto,NB,E2V 2P8,CA,Oromocto Mall,(506) 357-5787,(506) 357-5793,,Y,Y,Y,Y,Y,N,Y,Y,Y,,,,N,N,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 6:00PM,12:00PM - 5:00PM,Onondaga - Duplenne,N,N,N,N,Y,N,Y,,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,45.852396,-66.476663
17369,http://maps.google.ca/maps/place?hl=en&cid=5168308322372345116,Rogers,"3055 Massey Dr, Unit 253,",Prince George,BC,V2N 2S9,CA,Pine Centre Mall,(250) 561-9420,,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,,Y,N,Y,N,Y,,N,N,N,N,9:30AM - 6:00PM,9:30AM - 6:00PM,9:30AM - 6:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 6:00PM,11:00AM - 5:00PM,Massey Dr - Cariboo Hwy,N,N,N,N,N,N,N,,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,53.899597,-122.779781
17370,http://maps.google.ca/maps/place?hl=en&cid=1951709190008128967,Rogers,"1500 Cranbrook St. N., Unit 9B,",Cranbrook,BC,V1C 3S8,CA,,(250) 426-6492,,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,,Y,Y,Y,Y,Y,,N,N,N,N,9:30AM - 5:30PM,9:30AM - 5:30PM,9:30AM - 5:30PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 5:30PM,12:00PM - 5:00PM,Theatre Rd. -  Cranbrook St. N.,N,N,N,N,N,N,Y,,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,49.5244,-115.75369
17441,https://plus.google.com/102552353027822199074?hl=en-US,Rogers,"764 Yonge St,",Toronto,ON,M4Y 2B6,CA,,(647) 347-5375,,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 7:00PM,11:00AM - 6:00PM,Yonge - Bloor,N,N,N,N,N,N,N,YONGE & BLOOR,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,43.669566,-79.38652
17444,https://plus.google.com/116282023104592707974/about,Rogers,"1295 Davie St,",Vancouver,BC,V6E 1N4,CA,,(604) 669-0751,,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 6:00PM,Jervis St - Davie St,N,N,N,N,N,N,Y,DAVIE STREET,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,49.282759,-123.134857
17456,http://maps.google.ca/maps/place?hl=en&cid=-8207399521003011360,Rogers,"2800 Main St S, Suite 1109,",Airdrie,AB,T4B 3G2,CA,,(403) 948-9865,,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 6:00PM,11:00AM - 5:00PM,Main St SE - Sierra Springs Dr SE,N,N,N,N,Y,N,N,,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,51.264972,-114.006089
17457,http://maps.google.ca/maps/place?hl=en&cid=1071557545914469925,Rogers,"125 The Queensway,",Toronto,ON,M8Y 1H6,CA,,(647) 352-5379,,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 6:00PM,11:00AM - 5:00PM,11:00AM - 5:00PM,Queensway - Park Lawn Rd,N,N,N,N,N,N,Y,Queensway,N,N,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.630722,-79.482224
17489,http://maps.google.ca/maps/place?hl=en&cid=9041626638103737361,Rogers,"650 Terminal Ave, Unit 118,",Nanaimo,BC,V9R 5E2,CA,Port Place Shopping Centre,(250) 740-1178,(250) 740-1194,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 6:00PM,11:00AM - 5:00PM,South Terminal Ave - Front St,N,N,N,N,N,N,Y,Port Place Shopping Centre,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,49.16386,-123.93468
17528,http://maps.google.ca/maps/place?hl=en&cid=-9110707097584764817,Rogers,"12776 167th Ave NW,",Edmonton,AB,T6V 1J6,CA,Albany Market Square,(780) 473-3885,,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 6:00PM,12:00PM - 5:00PM,167th Ave NW - 142 Street NW,N,N,N,N,Y,N,N,,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,53.628712,-113.542336
17699,https://plus.google.com/116175865328569246570/about,Rogers,"1430 Major Mackenzie Dr, Unit G8,",Maple,ON,L6A 4H6,CA,,(905) 303-7182,,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 6:00PM,10:00AM - 5:00PM,Major Mackenzie Drive West -  Dufferin Street,N,N,N,N,N,N,Y,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.8632704,-79.4867139
17742,https://plus.google.com/105647108222644437430/about,Rogers,"9045 Airport Rd, Unit M-10,",Brampton,ON,L6S 0B8,CA,,(905) 595-1101 ,,,Y,Y,Y,Y,Y,N,Y,Y,Y,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 9:00PM ,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 6:00PM,12:00PM - 5:00PM,Airport Rd. -  Highway 7 ,N,N,N,N,N,N,N,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.74538,-79.69814
17747,https://plus.google.com/106322096756366083365/about,Rogers,"8280 Highway 27, Unit B4,",Woodbridge,ON,L4H 0R9,CA,,(289) 371-0229,,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 6:00PM,10:00AM - 5:00PM,Hwy 27 - Milani Blvd,N,N,N,N,N,N,N,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.784803,-79.626027
17757,https://plus.google.com/107121477187234986327/about,Rogers,"752 Sackville Dr, Unit 170,",Lower Sackville,NS,B4E 1R8,CA,Downsview Plaza,(902) 865-3388,,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 6:00PM,12:00PM - 5:00PM,Sackville Dr. - Pinehill Dr.,N,N,N,N,N,N,N,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,44.771848,-63.695229
21001,http://maps.google.ca/maps/place?hl=en&cid=-3170038852926619815,Rogers,"121 Rue de l'Église,",Edmundston,NB,E3V 1J9,CA,,(506) 739-7587,(506) 739-7890,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 5:00PM,CLOSED,Church - Canada,N,N,N,N,N,N,N,,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,47.363623,-68.330727
21003,http://maps.google.ca/maps/place?hl=en&cid=-6325138661482037317,Rogers,"4 Mount Bernard Ave,",Corner Brook,NL,A2H 6T2,CA,,(709) 634-5558,,,N,N,N,N,N,N,Y,Y,Y,,,,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,CLOSED,CLOSED,Mount Bernard - Elizabeth St,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,Y,48.955272,-57.943725
21004,,Rogers,"9 Hardy Ave,",Grand Falls,NL,A2A 2P8,CA,,(709) 489-9317,,,N,N,N,N,N,N,Y,Y,Y,,,,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,9:00AM-5:00PM,9:00AM-5:00PM,9:00AM-5:00PM,9:00AM-5:00PM,9:00AM-5:00PM,CLOSED,CLOSED,,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,48.951277,-55.647105
21005,,Rogers,"141 Airport Blvd,",Gander,NL,A1V 1T5,CA,,(709) 256-7651,,,N,N,N,N,N,N,Y,Y,Y,,,,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,9:00AM-5:00PM,9:00AM-5:00PM,9:00AM-5:00PM,9:00AM-5:00PM,9:00AM-5:00PM,CLOSED,CLOSED,,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,48.9587212,-54.6137314
22815,https://plus.google.com/106045256895606177880/about,Rogers,"10355 152nd St, Unit 2538,",Surrey,BC,V3R 7C1,CA,,(604) 951-9399,,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 9:00PM ,10:00AM - 9:00PM ,10:00AM - 9:00PM ,10:00AM - 9:00PM ,10:00AM - 9:00PM ,10:00AM - 9:00PM ,10:00AM - 6:00PM,104th Ave - 152nd St,N,N,N,N,N,N,Y,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,49.192888,-122.803487
22819,https://plus.google.com/108482715204913132792/about,Rogers,"180 Central Rd, Unit 3,",Duncan,BC,V9L 4X3,CA,Village Green Mall,(250) 748-6388,,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,9:00AM - 7:00PM,9:00AM - 7:00PM,9:00AM - 7:00PM,9:00AM - 7:00PM,9:00AM - 7:00PM,9:00AM - 6:00PM,11:00AM - 5:00PM,Beverly St. - Duncan St ,N,N,N,N,N,N,Y,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,48.77525,-123.701053
22823,https://plus.google.com/110391955947559602537/about,Rogers,"2929 Barnet Hwy, Unit 1200,",Coquitlam,BC,V3B 5R5,CA,,(604) 941-6122,,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 6:00PM ,10:00AM - 6:00PM ,10:00AM - 9:00PM ,10:00AM - 9:00PM ,10:00AM - 9:00PM ,9:30AM - 6:00PM,11:00AM - 6:00PM,Ioco Road - Barnet Hwy. ,N,N,N,N,N,N,Y,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,49.277671,-122.802901
